name:he,latitude,longitude,belongs,type
חרבת סורוג',32.4875247,35.1968481,מועצה אזורית שומרון,ישוב
אום א-ריחאן,32.4835623,35.141936,מועצה אזורית שומרון,ישוב
טורה אל-שרקייה,32.4662099,35.1657712,מועצה אזורית שומרון,ישוב
חרבת אל-מונטאר אל ר'רבייה,32.4611891,35.1127953,מועצה אזורית שומרון,ישוב
חוות אלומות,32.1607414,35.3342055,מועצה אזורית שומרון,ישוב
אל נווה,32.437817,35.1130827,מועצה אזורית שומרון,ישוב
מגד הארץ,32.2936049,35.066543,מועצה אזורית שומרון,ישוב
סרעיאה,31.2621229,34.9696398,מועצה אזורית אל-קסום,ישוב
תראבין א-צאנע,31.2805329,34.8737025,מועצה אזורית אל-קסום,ישוב
תראבין א-צאנע,31.3428451,34.7355496,מועצה אזורית אל-קסום,ישוב
מכחול,31.2883138,35.0753893,מועצה אזורית אל-קסום,ישוב
דריג'את,31.3005896,35.0753744,מועצה אזורית אל-קסום,ישוב
אום בטין,31.2757636,34.8838656,מועצה אזורית אל-קסום,ישוב
אטרש,31.2540525,34.9684377,מועצה אזורית אל-קסום,ישוב
מולדה,31.2582313,34.9824198,מועצה אזורית אל-קסום,ישוב
כוחלה,31.2853735,35.0574735,מועצה אזורית אל-קסום,ישוב
אל סייד,31.2832614,34.9130197,מועצה אזורית אל-קסום,ישוב
